2020-07-21,2020-07-21 21:59:56.413643107 UT,2020-07-21 22:06:33.283100315 UT,396.869457208,1,4,3540,494,86
2020-07-21,2020-07-21 22:09:56.130736577 UT,2020-07-21 22:17:10.273201285 UT,434.142464708,4,4,3540,494,86
2020-07-21,2020-07-21 22:19:40.359528834 UT,2020-07-21 22:26:57.625420674 UT,437.26589184,8,4,3540,494,86
2020-07-21,2020-07-21 22:28:26.470518647 UT,2020-07-21 22:30:18.175340618 UT,111.704821971,4,4,3540,503,86
2020-07-21,2020-07-21 22:31:31.355617987 UT,2020-07-21 22:33:23.213295037 UT,111.85767705,4,4,3540,503,86
2020-07-21,125.452788168,1,8,3540,503,86
2020-08-04,111.245108424,1,8,3540,415,88
2020-08-06,123.936848673,1,8,3540,415,88
2020-08-07,125.210140179,1,8,3540,415,88
2020-08-07,126.37638072,1,8,3540,415,88
2020-08-07,113.740085215,1,4,3540,415,88
2020-08-07,112.447599297,1,8,3540,501,86
2020-08-07,65.357588143,1,8,212,95,55
2020-08-07,60.838309977,1,8,212,95,55
2020-08-08,61.868010618,1,8,212,95,55
2020-08-08,62.303211761,1,8,212,95,55
2020-08-08,118.633296808,1,8,212,95,55
2020-08-08,67.135579404,1,8,212,95,55
2020-08-08,90.282516919,1,8,212,95,55
2020-08-08,67.793433131,1,8,212,95,55
2020-08-08,66.521419198,1,8,212,95,55
2020-08-08,62.950894308,1,8,212,95,55
2020-08-08,61.099256115,1,8,3540,607,83
2020-08-08,61.253956462,1,8,3540,607,83
2020-08-09,52.395962611,1,8,3540,607,83
2020-08-10,54.43062737,1,8,3540,526,85
2020-08-10,57.381250368,1,8,3540,526,85
2020-08-10,56.429890885,1,8,3540,526,85
2020-08-10,68.224851546,1,8,3540,526,85
2020-08-10,68.479030128,1,8,3540,526,85
2020-08-10,56.061003846,1,8,3540,430,88
2020-08-28,148.036949875,1,8,3540,430,88
2020-09-17,118.670516099,1,8,3540,441,88
2020-09-18,103.231174893,1,4,3540,818,77
2020-09-18,97.805465369,1,4,3540,818,77
2020-09-18,132.917303636,1,4,3540,608,83
2020-09-18,118.98666934,1,8,3540,441,88
2020-10-05,117.818226093,1,8,3540,441,88
2020-10-09,108.404662718,1,8,3540,441,88
2020-10-12,101.850512241,1,2,3540,441,88
2020-10-12,104.969830204,1,8,3540,441,88
2020-10-13,170.881436909,1,8,3540,441,88
2020-10-13,136.750560528,1,8,3540,475,87
2020-10-13,106.023874139,1,8,3540,441,88
2020-10-31,116.142861915,1,8,3540,441,88
2020-10-31,302.460177146,1,1,3540,441,88
2020-11-01,205.083009926,1,1,3540,441,88
2020-11-08,166.001611588,1,8,3540,441,88
2020-11-13,0.754131527,1,1,3540,3361,5
2020-11-13,202.669216672,1,1,3540,441,88
2020-11-19,74.608578273,1,8,3540,441,88
2020-11-19,95.211030393,1,8,3540,441,88
2020-11-19,97.956140805,1,8,3540,441,88
2020-11-19,80.538348048,1,8,3540,441,88
2020-11-19,78.594788881,1,8,3540,441,88
2020-11-19,75.370122117,1,8,3540,441,88
2020-11-20,73.866787236,1,8,3540,441,88
2020-11-20,79.406251556,1,8,3540,441,88
2020-11-20,87.422228029,1,8,3540,441,88
2020-11-24,119.491500473,1,8,3540,441,88
2020-11-24,116.963327708,1,8,3540,441,88
2020-11-24,127.242876819,1,8,3540,441,88
2020-11-24,126.322938975,1,8,3540,441,88
2020-11-24,95.572328652,1,8,3540,441,88
2020-11-26,96.368197825,1,8,3540,441,88
2020-11-26,104.621040662,1,8,3540,568,84
2020-11-26,104.19486474,1,8,3540,566,84
2020-11-26,95.436364206,1,8,3540,568,84
2020-11-27,91.187755824,1,8,3540,625,82
2020-11-27,93.312929065,1,8,3540,568,84
2020-11-27,85.98705188,1,8,3540,568,84
2020-11-27,103.180073129,1,8,3540,672,81
2020-11-27,85.550051193,1,8,3540,568,84
2020-11-27,93.045770726,1,8,3540,568,84
2020-11-27,74.415084308,1,8,3540,626,82
2020-11-27,95.210388258,1,8,3540,600,83
2020-11-27,90.326738113,1,8,3540,568,84
2020-11-27,88.347347007,1,8,3540,578,84
2020-11-27,94.685058506,1,8,3540,568,84
2020-11-27,90.650337185,1,8,3540,625,82
2020-11-27,107.204223344,1,8,3540,658,81
2020-11-27,87.992110976,1,8,3540,568,84
2020-11-27,92.987653208,1,8,3540,568,84
2020-11-27,100.389361858,1,8,3540,568,84
2020-11-27,89.838821527,1,8,3540,568,84
2020-11-27,92.494673424,1,8,3540,568,84
2020-11-27,92.16667015,1,8,3540,568,84
2020-11-27,85.989672526,1,8,3540,586,83
2020-11-28,84.401552155,1,8,3540,609,83
2020-11-28,91.39485878,1,8,3540,568,84
2020-11-28,73.12688433,1,8,3540,661,81
2020-11-28,90.598780403,1,8,3540,568,84
2020-11-28,91.996684679,1,8,3540,568,84
2020-11-28,89.470373781,1,8,3540,568,84
2020-11-28,90.196769966,1,8,3540,568,84
2020-11-28,86.653425959,1,8,3540,568,84
2020-11-28,92.270095026,1,8,3540,716,80
2020-11-28,91.538708542,1,8,3540,568,84
2020-11-28,88.705108175,1,8,3540,568,84
2020-11-28,89.089138115,1,8,3540,568,84
2020-11-28,92.334227158,1,8,3540,568,84
2020-11-28,91.14490621,1,8,3540,568,84
2020-11-28,90.148838762,1,8,3540,568,84
2020-11-28,90.388628846,1,8,3540,568,84
2020-11-28,82.778183936,1,8,3540,568,84
2020-11-28,89.034519422,1,8,3540,568,84
2020-11-28,93.505283117,1,8,3540,568,84
2020-11-28,85.106371248,1,8,3540,568,84
2020-11-28,87.076617533,1,8,3540,568,84
2020-11-28,86.49193831,1,8,3540,568,84
2020-11-28,85.588408394,1,8,3540,568,84
2020-11-28,84.655977407,1,8,3540,568,84
2020-11-28,78.918512546,1,8,3540,568,84
2020-11-29,65.002001982,1,8,3540,659,81,113
2020-11-29,83.874059952,1,8,3540,568,84,137
2020-11-29,86.029304428,1,8,3540,566,84,141
2020-11-29,91.497832515,1,8,3540,566,84,138
2020-11-29,93.555848087,1,8,3540,566,84,141
2020-11-29,86.821539265,1,8,3540,566,84,142
2020-11-29,91.604879386,1,8,3540,566,84,137
2020-11-29,86.58274255,1,8,3540,656,81,137
2020-11-29,88.539336775,1,8,3540,566,84,132
2020-11-29,90.910356625,1,8,3540,566,84,137
2020-11-29,86.029598368,1,8,3540,566,84,141
2020-11-29,91.57599283,1,8,3540,566,84,138
2020-11-29,91.239320914,1,8,3540,566,84,139
2020-11-29,82.590993989,1,8,3540,607,83,129
2020-11-29,89.172159214,1,8,3540,703,80,149
2020-11-29,91.511126431,1,8,3540,566,84,136
2020-11-29,91.294461829,1,8,3540,566,84,159
2020-11-29,78.682806185,1,8,3540,566,84,133
2020-11-29,84.563838818,1,8,3540,566,84,142
2020-11-29,92.506038599,1,8,3540,566,84,138
2020-11-29,92.754742744,1,8,3540,566,84,138
2020-11-29,84.338765184,1,8,3540,566,84,135
2020-11-29,84.673957393,1,8,3540,686,81,116
2020-11-29,85.587946014,1,8,3540,566,84,139
2020-11-29,90.514904711,1,8,3540,576,84,135
2020-11-29,84.667971289,1,8,3540,566,84,139
2020-11-30,97.941787926,1,8,3540,670,81,140
2020-11-30,80.882529732,1,8,3540,624,82,125
2020-11-30,90.987407247,1,8,3540,566,84,137
2020-11-30,89.952387475,1,8,3540,584,84,131
2020-11-30,92.581562336,1,8,3540,566,84,141
2020-11-30,82.577703976,1,8,3540,566,84,139
2020-11-30,94.07958137,1,8,3540,566,84,140
2020-11-30,85.488074683,1,8,3540,566,84,138
2020-11-30,92.229836203,1,8,3540,623,82,137
2020-11-30,92.225643051,1,8,3540,566,84,138
2020-11-30,99.709351541,1,8,3540,566,84,143
2020-11-30,98.43551242,1,8,3540,566,84,142
2020-11-30,73.311980027,1,8,3540,659,81,119
2020-11-30,80.064731583,1,8,3540,566,84,139
2020-11-30,98.452579192,1,8,3540,566,84,140
2020-11-30,101.643187033,1,8,3540,566,84,144
2020-11-30,98.713126052,1,8,3540,566,84,143
2020-11-30,84.542169799,1,8,3540,584,84,112
2020-11-30,100.152653369,1,8,3540,566,84,143
2020-11-30,99.429849235,1,8,3540,623,82,140
2020-11-30,99.476785874,1,8,3540,566,84,143
2020-11-30,100.536491396,1,8,3540,566,84,143
2020-11-30,100.566313386,1,8,3540,566,84,143
2020-11-30,98.134430193,1,8,3540,566,84,140
2020-11-30,99.966334338,1,8,3540,566,84,141
2020-11-30,101.450745485,1,8,3540,566,84,142
2020-12-01,107.08321194,1,8,3540,566,84,143
2020-12-01,99.814405041,1,8,3540,568,84,143
2020-12-01,100.285039182,1,8,3540,566,84,143
2020-12-01,100.875901007,1,8,3540,566,84,143
2020-12-01,108.734193108,1,8,3540,670,81,154
2020-12-01,99.556003698,1,8,3540,773,78,124
2020-12-01,87.766951531,1,8,3540,607,83,130
2020-12-01,95.463572181,1,8,3540,624,82,129
2020-12-01,98.588421736,1,8,3540,576,84,140
2020-12-01,106.740658274,1,8,3540,703,80,138
2020-12-01,98.760620105,1,8,3540,566,84,143
2020-12-01,105.330326468,1,8,3540,656,81,151
2020-12-01,100.71444428,1,8,3540,566,84,143
2020-12-01,98.242988873,1,8,3540,566,84,142
